customer_id,customer_name,customer_age,gender,region,customer_since,churn,frequency_of_purchases,preferred_payment_method,total_lifetime_spend
CUST100032,William Barnes,28,Other,East,2020-12-21,0,19,Credit Card,7999.82
CUST100033,Phillip Lewis,72,Female,South,2021-07-01,0,8,PayPal,9712.48
CUST100034,John Mills,50,Female,North,2020-11-26,0,20,Debit Card,12238.28
CUST100035,Dominique Marks,50,Female,South,2022-09-17,0,12,Credit Card,10707.83
CUST100036,Kathleen Velasquez,67,Other,South,2022-11-11,0,1,Bank Transfer,349.52
CUST100037,David Bruce,31,Other,East,2022-05-09,0,22,Debit Card,13604.63
CUST100038,Jennifer Gutierrez,34,Female,North,2020-12-26,0,4,Credit Card,3478.55
CUST100039,Laura Gray,38,Other,North,2023-01-14,0,22,PayPal,15635.2
CUST100040,Olivia Hill,41,Male,South,2021-04-21,0,7,Cash,7584.27
CUST100041,Nicole Hall,55,Female,West,2023-07-08,0,16,PayPal,9078.45
CUST100042,Kevin Richardson,39,Female,West,2020-09-13,0,20,Cash,15231.02
CUST100043,Timothy Long,27,Other,Central,2022-09-09,0,9,Credit Card,7533.85
CUST100044,Laura Mckenzie,40,Male,North,2020-02-27,0,10,Credit Card,6866.87
CUST100045,Kevin Zuniga,36,Other,West,2021-07-31,0,15,Bank Transfer,12420.56
CUST100046,Sandra Brandt,55,Other,North,2022-04-17,0,21,Cash,20315.31
CUST100047,Scott Rivera,58,Male,West,2023-07-15,1,18,Bank Transfer,11877.64
CUST100048,Alicia Wood,55,Other,South,2023-08-02,0,9,Cash,6398.43
CUST100049,Emily White,48,Female,South,2021-11-05,0,20,Credit Card,14129.37
CUST100050,Monica Sims,41,Other,South,2023-06-02,0,18,Bank Transfer,16123.2
CUST100051,Raymond Turner,68,Female,West,2020-11-11,0,9,PayPal,7529.49
CUST100052,Zachary Sullivan,28,Female,North,2023-07-22,0,10,Bank Transfer,5389.91
CUST100053,Theresa Padilla,42,Other,West,2022-10-20,0,10,Debit Card,9115.77
CUST100054,Gregory Sanders,67,Male,West,2020-08-27,0,17,Bank Transfer,14691.009999999998
CUST100055,Lori Myers MD,46,Other,North,2021-09-23,1,24,Debit Card,15928.67
CUST100056,Robert Mayer,50,Male,West,2022-07-12,0,19,Bank Transfer,16097.27
CUST100057,Alicia Campos,67,Male,East,2020-01-13,0,20,Credit Card,11254.51
CUST100058,Leah Brown,19,Male,West,2022-10-17,0,10,PayPal,8155.93
CUST100059,James Roman,59,Other,Central,2020-05-30,0,9,Cash,7256.08
CUST100060,Lynn Benjamin,47,Other,South,2020-09-15,0,20,Bank Transfer,13856.74
CUST100061,James Rogers,65,Female,East,2020-04-11,0,14,Cash,10555.68
CUST100062,Mackenzie Smith,75,Female,South,2020-04-22,0,20,Bank Transfer,21848.22
CUST100063,Thomas Monroe,22,Male,East,2021-07-16,0,10,Cash,7147.17
CUST100064,Valerie Hamilton,55,Other,Central,2020-12-05,0,12,Credit Card,10827.31
CUST100065,Dr. Max Copeland,66,Male,West,2020-12-10,0,17,Bank Transfer,8380.33
CUST100066,Wendy Dillon,75,Other,North,2020-04-01,0,16,Bank Transfer,15084.9
CUST100067,Darrell Johnson,51,Male,East,2020-06-16,0,16,Bank Transfer,13297.97
CUST100068,Noah Smith,44,Male,South,2023-12-07,0,7,Bank Transfer,4427.360000000001
CUST100069,Ashley Henson,75,Other,North,2023-07-13,0,15,Credit Card,8096.1
CUST100070,Steven Davis,25,Male,North,2023-05-05,0,14,Bank Transfer,11860.78
CUST100071,Laura Trevino,36,Male,North,2021-09-26,0,11,Cash,9377.13
CUST100072,Christine Munoz,73,Female,East,2023-09-06,0,15,Debit Card,9252.4
CUST100073,Bradley Newton,30,Other,South,2020-03-21,0,17,Debit Card,14333.96
CUST100074,Peter Jacobs,22,Female,West,2021-12-26,0,18,Bank Transfer,11725.42
CUST100075,Jordan Acosta,37,Male,West,2020-01-19,0,14,Debit Card,8414.58
CUST100076,Mrs. Anne Hart,59,Female,North,2023-09-15,0,15,PayPal,12651.890000000001
CUST100077,Lisa Mccoy,20,Female,Central,2022-08-21,0,30,Credit Card,21617.829999999998
CUST100078,Angela Vasquez,27,Other,South,2020-01-04,0,17,Debit Card,11224.369999999999
CUST100079,Kyle Martinez,39,Other,East,2022-10-03,0,23,Bank Transfer,15058.36
CUST100080,Stacy Murphy,31,Other,North,2020-10-30,0,17,Cash,10679.64
CUST100081,Katherine White,18,Other,South,2022-08-26,0,21,Bank Transfer,13812.02
CUST100082,Shari Cook,35,Other,East,2022-11-22,0,15,Bank Transfer,12476.42
CUST100083,Rachel Thomas,49,Other,Central,2021-08-13,0,9,Bank Transfer,7853.18
CUST100084,Jennifer Atkinson,59,Male,West,2021-07-08,0,15,Bank Transfer,12337.23
CUST100085,Stephen Butler,30,Male,North,2023-11-28,0,3,Bank Transfer,1225.31
CUST100086,Jeffrey Hudson,71,Other,Central,2023-09-19,0,11,Debit Card,9547.77
CUST100087,David Hunter,22,Other,East,2023-01-07,0,14,PayPal,8013.52
CUST100088,Ashley King,51,Male,North,2023-06-15,0,13,Bank Transfer,8705.88
CUST100089,Brandon Griffin,62,Male,West,2020-11-05,0,5,Credit Card,3702.9900000000002
CUST100090,Sergio Gonzales,21,Male,West,2023-09-17,0,12,Cash,4835.01
CUST100091,Brittany Johnson,40,Other,North,2021-04-14,0,22,Bank Transfer,15122.2
CUST100092,Kimberly Joseph,57,Male,North,2022-10-14,0,15,Bank Transfer,12824.91
CUST100093,Stacie Hunter,63,Female,East,2023-10-23,0,14,Credit Card,8977.89
CUST100094,Stacey Chavez,51,Other,East,2020-10-10,0,14,Debit Card,16587.78
CUST100095,Autumn Rush,33,Other,North,2022-05-25,0,16,Bank Transfer,14699.94
CUST100096,Kim Willis,48,Other,South,2020-11-07,0,16,Bank Transfer,8646.38
CUST100097,Daniel Robertson,31,Male,West,2021-06-11,0,18,Debit Card,12269.44
CUST100098,Matthew Graham,18,Female,South,2021-03-07,0,13,Credit Card,9647.1
CUST100099,Amy Brady,54,Other,South,2020-10-16,0,15,PayPal,12190.3
CUST100100,Darlene Robinson,67,Other,North,2021-12-09,0,18,Credit Card,13664.18
CUST100101,Kyle Thompson,32,Male,West,2020-09-15,0,16,Credit Card,10882.140000000001
CUST100102,Matthew Burke,44,Other,North,2020-04-26,0,13,Debit Card,13101.61
CUST100103,Katherine Valdez,42,Male,East,2023-06-22,1,22,Credit Card,19266.2
CUST100104,Connor Mckinney,61,Female,East,2020-11-03,0,11,Bank Transfer,10397.74
CUST100105,Melissa Hines,45,Other,West,2022-03-19,0,4,Debit Card,4059.58
CUST100106,Allen Bishop,61,Other,South,2020-10-07,0,13,Cash,10449.67
CUST100107,Robert Mejia,20,Male,East,2023-02-07,0,11,Debit Card,8112.44
CUST100108,Christopher Mclaughlin,54,Female,West,2021-11-28,0,13,Credit Card,11091.93
CUST100109,Kristen Robertson,58,Female,East,2021-08-31,0,19,Debit Card,13885.73
CUST100110,James Brown,35,Other,Central,2023-09-14,0,13,PayPal,11743.09
CUST100111,Robert Frost,19,Female,West,2020-09-18,0,11,Credit Card,6786.43
CUST100112,Angel Murray,67,Female,South,2020-09-18,0,23,Bank Transfer,15538.300000000001
CUST100113,Vanessa Herring,63,Female,Central,2022-05-10,0,12,Debit Card,9587.53
CUST100114,Teresa Keller,47,Other,West,2021-10-12,0,21,Debit Card,11958.27
CUST100115,Justin Jordan,29,Female,West,2021-06-04,0,14,PayPal,13490.85
CUST100116,Mr. Bruce Rodriguez,25,Other,Central,2021-02-26,0,10,PayPal,8108.08
CUST100117,Raymond Patel,58,Other,East,2023-09-14,0,9,Cash,7587.79
CUST100118,Todd Delgado,36,Male,South,2021-06-09,0,6,Credit Card,4388.74
CUST100119,Christopher Frost,59,Female,West,2023-06-03,0,16,Credit Card,12324.02
CUST100120,Marcus Strong,31,Female,North,2023-03-31,1,12,Debit Card,8310.14
CUST100121,Paula Stephens,37,Female,Central,2020-03-06,0,9,Credit Card,5616.25
CUST100122,Dan Wells,31,Female,East,2023-03-21,0,20,Credit Card,15971.17
CUST100123,Ryan Harrison,25,Other,South,2020-09-03,0,15,Cash,8791.59
CUST100124,Susan Lopez,33,Male,North,2021-02-11,0,17,Credit Card,10578.43
CUST100125,Robert Carter,32,Female,East,2021-08-30,0,7,Debit Card,4902.0
CUST100126,Debra Harris,71,Female,South,2020-05-24,0,23,Cash,15845.289999999999
CUST100127,Abigail Young,25,Other,North,2022-11-23,0,18,PayPal,9095.960000000001
CUST100128,Natalie Bennett,34,Female,Central,2020-11-12,0,23,Bank Transfer,16686.03
CUST100129,Melissa Powell,43,Other,South,2022-07-09,0,8,Bank Transfer,5218.88
CUST100130,Michael Garcia,44,Male,Central,2023-09-03,1,9,Cash,6456.48
CUST100131,Andrew Sweeney,34,Female,North,2020-09-19,0,5,Cash,2486.75
CUST100132,Andrew Perez,34,Female,East,2021-02-21,0,17,Cash,19319.34
CUST100133,Wendy Swanson,74,Female,West,2020-01-26,0,12,Cash,9270.0
CUST100134,Amy Shaw,69,Female,Central,2023-08-13,1,12,Credit Card,6596.08
CUST100135,Kaylee Patterson,27,Other,Central,2022-01-21,0,23,Debit Card,15536.62
CUST100136,Dawn Peters,65,Male,South,2021-10-03,0,9,PayPal,8655.87
CUST100137,Stephanie Schmidt,33,Other,Central,2022-03-23,0,9,Bank Transfer,7705.51
CUST100138,Dr. Jeffrey Sanchez DDS,62,Male,Central,2023-02-08,0,9,Debit Card,4903.26
CUST100139,Kelsey Hill,20,Female,Central,2020-07-05,0,14,Cash,10776.81
CUST100140,Frank Pollard,27,Male,North,2022-12-24,0,13,Credit Card,9770.52
CUST100141,Ryan Hamilton,34,Female,South,2022-08-30,0,8,Debit Card,5984.23
CUST100142,Daniel Wiley,54,Female,West,2021-09-12,0,8,PayPal,4759.63
CUST100143,Dana Ward MD,54,Other,West,2020-08-09,0,14,Bank Transfer,8902.02
CUST100144,Matthew Bryant,51,Other,Central,2023-12-20,0,10,Debit Card,9745.44
CUST100145,Tara Maldonado,74,Male,East,2020-03-22,0,16,Credit Card,10017.46
CUST100146,Kimberly Lewis,25,Male,Central,2020-12-04,0,14,Debit Card,8772.34
CUST100147,Michelle Gonzalez,40,Female,West,2020-01-14,0,12,Bank Transfer,10819.0
CUST100148,Megan Hernandez,44,Other,West,2020-06-03,0,12,PayPal,4537.12
CUST100149,Barry Parsons,66,Female,South,2022-07-11,0,6,Bank Transfer,5078.87
CUST100150,Toni Green,27,Male,East,2020-12-13,0,17,PayPal,15457.59
CUST100151,Jason Taylor,18,Female,South,2021-10-16,0,12,Credit Card,9322.96
CUST100152,Tracey Yates,31,Male,East,2020-08-09,0,9,Bank Transfer,7052.87
CUST100153,Nancy Moses,53,Other,West,2020-10-08,0,8,Bank Transfer,3779.38
CUST100154,Anthony Leonard,48,Other,West,2023-08-10,0,17,Cash,14203.66
CUST100155,Joe Bright,33,Other,South,2023-12-04,0,18,Credit Card,10954.76
CUST100156,Monica Johnson,24,Other,North,2023-09-19,0,15,Cash,11190.800000000001
CUST100157,Rebecca Smith,74,Male,East,2020-08-02,0,14,Debit Card,3966.69
CUST100158,Mrs. Shelly Nielsen,42,Other,Central,2020-07-26,0,19,Debit Card,12964.04
CUST100159,Joseph Daniels,31,Male,West,2021-03-15,0,13,PayPal,10358.47
CUST100160,Kelly Williams,45,Female,East,2020-07-17,0,14,Cash,8026.93
CUST100161,Jackson Gonzalez,43,Other,South,2021-02-10,0,13,Credit Card,9120.33
CUST100162,James Mullen,44,Female,East,2021-08-10,0,16,Cash,10528.1
CUST100163,Adam Tyler,72,Female,East,2020-12-31,0,12,Debit Card,10343.69
CUST100164,Sonya Gonzalez,22,Male,Central,2023-06-03,0,9,Bank Transfer,6248.9
CUST100165,Michael Johnson,32,Other,West,2022-06-06,0,18,Cash,14355.15
CUST100166,Laura Sawyer,66,Other,West,2021-11-08,0,13,Cash,13024.73
CUST100167,Jacqueline Carroll,65,Female,North,2021-12-27,0,19,Cash,15970.74
CUST100168,Joseph Ramirez,66,Other,East,2022-01-12,0,21,Credit Card,15493.92
CUST100169,Stephen Young MD,46,Female,North,2020-03-22,0,12,Bank Transfer,6723.76
CUST100170,Stefanie Valenzuela,24,Other,South,2023-11-04,0,22,PayPal,12929.11
CUST100171,Shari Atkins,49,Male,Central,2023-03-29,1,20,Credit Card,16359.02
CUST100172,Michael Arnold,66,Other,East,2022-03-28,0,18,Credit Card,12289.39
CUST100173,Christopher Grant,55,Female,South,2021-05-13,0,17,Credit Card,13139.24
CUST100174,Sarah Silva,49,Female,East,2023-08-25,0,14,PayPal,9482.74
CUST100175,Scott West,74,Other,North,2021-07-31,0,9,Cash,4382.05
CUST100176,Lydia Garrett,21,Female,West,2021-05-20,0,6,Cash,6497.14
CUST100177,Christopher Stewart,50,Female,North,2022-04-12,0,16,Bank Transfer,10133.02
CUST100178,Stephanie Manning,19,Other,North,2021-07-10,0,18,Cash,9762.970000000001
CUST100179,Sheena Petty MD,73,Other,West,2020-09-01,0,19,PayPal,15717.76
CUST100180,Alan Gill,73,Male,West,2020-06-29,0,19,Bank Transfer,14984.54
CUST100181,Samantha Romero,47,Male,East,2023-09-12,0,10,Cash,7155.89
CUST100182,Karen Olson,19,Other,West,2023-03-13,0,13,Credit Card,8297.42
CUST100183,Joshua Phillips,24,Female,North,2022-05-23,0,15,PayPal,10250.88
CUST100184,Sheila Michael,21,Male,East,2022-09-08,0,14,Debit Card,8431.28
CUST100185,Dana Davis,61,Male,South,2022-09-20,0,16,Debit Card,12170.140000000001
CUST100186,Tracy Hardy,18,Male,North,2022-01-25,0,14,Bank Transfer,10101.28
CUST100187,James Bowers,25,Other,North,2021-06-17,0,8,Bank Transfer,6292.18
CUST100188,Heather West,44,Female,Central,2023-12-14,0,14,Credit Card,10087.17
CUST100189,Crystal Mcdonald,27,Male,East,2021-06-06,0,11,PayPal,6597.48
CUST100190,Michele Ramirez,33,Other,East,2020-11-05,0,9,Debit Card,5232.07
CUST100191,Brian Blanchard,33,Female,East,2020-03-04,0,6,Credit Card,4591.5599999999995
CUST100192,David Grant,53,Male,South,2021-04-25,0,8,Cash,6869.54
CUST100193,David Stephens,20,Female,East,2022-05-10,0,21,Cash,17485.66
CUST100194,Joshua Valencia,60,Female,East,2021-05-27,0,14,PayPal,10144.52
CUST100195,Colleen Perez,28,Other,East,2021-12-11,0,16,PayPal,11106.29
CUST100196,Ms. Elizabeth Peterson,73,Female,South,2022-08-17,0,25,PayPal,18363.63
CUST100197,Luke Crawford,18,Male,West,2022-03-13,0,19,Debit Card,13213.1
CUST100198,Aaron Gomez,67,Other,East,2022-06-19,0,15,PayPal,7453.66
CUST100199,Timothy Juarez,44,Other,East,2021-08-24,0,19,Cash,8165.25
CUST100200,Tracey Little,33,Female,East,2020-08-15,0,9,Credit Card,5062.56
CUST100201,David Burke,74,Other,North,2023-02-14,0,13,Cash,14751.9
CUST100202,Angela Lyons,64,Male,East,2021-12-31,0,13,Debit Card,10474.72
CUST100203,Brittany Petersen,27,Male,Central,2021-02-24,0,24,Cash,15627.95
CUST100204,Anthony Gomez,72,Male,Central,2022-02-09,0,11,Cash,3964.68
CUST100205,Deanna Ortiz,18,Male,North,2023-06-28,0,14,PayPal,8612.96
CUST100206,Roberta Reynolds,40,Male,Central,2021-07-09,0,13,Bank Transfer,8402.02
CUST100207,Shannon Clark,62,Other,North,2023-10-08,0,6,PayPal,3675.2400000000002
CUST100208,David Pollard,28,Other,Central,2023-12-13,0,10,Bank Transfer,8111.62
CUST100209,Nichole Martinez,30,Male,North,2020-01-11,1,21,Bank Transfer,16010.85
CUST100210,Jamie Huang,47,Other,North,2020-02-02,0,12,Bank Transfer,11422.61
CUST100211,Jonathan Berry,22,Male,East,2023-10-10,0,16,Bank Transfer,13864.07
CUST100212,Matthew Evans,30,Other,West,2023-11-27,0,14,Debit Card,12656.369999999999
CUST100213,Robert Ryan,20,Other,Central,2021-04-24,0,24,Cash,19307.89
CUST100214,Lisa Smith,47,Male,Central,2021-10-09,0,16,Cash,9556.56
CUST100215,Christina Brown,21,Female,East,2021-01-22,0,9,Cash,7213.31
CUST100216,Anthony Phillips,74,Male,South,2021-09-02,0,20,Bank Transfer,17218.84
CUST100217,Allen Carpenter,69,Male,East,2020-12-27,0,16,Bank Transfer,10906.53
CUST100218,Cassidy Odonnell,72,Male,West,2022-09-23,1,12,Cash,9400.95
CUST100219,Erica Lamb,51,Female,South,2020-12-12,1,6,Bank Transfer,4398.39
CUST100220,Jillian Smith,41,Male,East,2021-01-25,0,10,Cash,6329.54
CUST100221,Melissa Salazar MD,29,Female,East,2020-10-17,0,16,Debit Card,12519.86
CUST100222,Adam Cox,47,Other,West,2020-10-30,0,17,Cash,14807.7
CUST100223,Jaime Juarez,68,Other,Central,2021-12-22,0,11,Cash,6778.8
CUST100224,Regina Rodriguez,18,Other,West,2021-11-03,0,15,Cash,9453.64
CUST100225,Crystal Li,45,Male,South,2022-10-05,0,20,Bank Transfer,16819.99
CUST100226,Robert Nguyen,41,Male,Central,2021-09-07,0,9,PayPal,6650.72
CUST100227,Scott Blackburn,39,Female,South,2021-06-07,0,18,Credit Card,10168.289999999999
CUST100228,John Anderson,43,Other,East,2022-03-22,0,9,Bank Transfer,5598.21
CUST100229,Beth Gibbs,70,Female,Central,2020-04-30,0,14,Bank Transfer,10331.23
CUST100230,Isaiah King,44,Female,East,2022-06-06,0,18,Credit Card,10913.32
CUST100231,Jesse Fletcher,60,Female,Central,2023-10-09,0,13,Debit Card,13169.83
CUST100232,Robert Price,39,Female,North,2022-10-20,0,13,Debit Card,4841.31
CUST100233,Denise Combs,23,Female,East,2023-04-07,0,16,Cash,10768.48
CUST100234,Adam Shelton,20,Other,North,2020-10-11,0,16,Debit Card,8515.67
CUST100235,Benjamin Bush,61,Female,South,2022-01-28,0,15,Cash,14006.1
CUST100236,Michael Martin,74,Female,South,2023-10-20,0,16,Debit Card,11635.91
CUST100237,David Barton,29,Other,South,2021-06-19,0,13,Credit Card,10010.66
CUST100238,Brittany Gray,51,Male,East,2020-11-04,0,14,Bank Transfer,11964.44
CUST100239,Justin Dickerson MD,32,Female,Central,2021-04-14,0,7,PayPal,5090.06
CUST100240,Courtney Smith,42,Other,North,2020-02-16,0,13,Credit Card,6484.19
CUST100241,Veronica Church,68,Female,Central,2020-07-06,1,13,Cash,13330.47
CUST100242,Jennifer Stephens,24,Other,West,2021-02-15,0,17,Credit Card,13253.19
CUST100243,John Norton,35,Male,Central,2022-03-10,0,15,Credit Card,15355.84
CUST100244,Dr. Jeremiah Horton,57,Female,West,2022-11-16,0,8,Credit Card,10309.22
CUST100245,Joyce Brown,20,Other,East,2022-05-07,0,20,Credit Card,14276.97
CUST100246,Bryan Miller,53,Male,East,2020-07-08,0,10,Bank Transfer,5203.07
CUST100247,Nathan Fisher,34,Other,West,2021-01-13,0,16,Credit Card,16710.34
CUST100248,Derrick Schroeder,61,Male,North,2022-02-05,0,5,Bank Transfer,4913.21
CUST100249,Edward Patel,44,Other,North,2023-03-03,0,12,Bank Transfer,8006.29
CUST100250,April Miller,75,Male,Central,2022-07-08,1,9,Credit Card,6481.38
CUST100251,Kelly Morales,31,Female,East,2021-10-18,0,14,Credit Card,13206.45
CUST100252,Wendy Horton,64,Female,Central,2020-07-27,0,17,PayPal,9039.23
CUST100253,William Lucero,65,Male,North,2020-11-03,0,10,Cash,6925.1
CUST100254,Samuel Sampson,28,Other,North,2022-11-25,0,8,Cash,3253.68
CUST100255,Steven Perry,23,Other,North,2022-11-01,0,13,Credit Card,6294.6
CUST100256,James Schneider,43,Male,Central,2023-04-24,0,14,Bank Transfer,9715.119999999999
CUST100257,Rodney Miller,65,Other,Central,2023-10-01,0,18,Bank Transfer,13234.98
CUST100258,Matthew Cook,47,Male,South,2020-11-05,0,16,Bank Transfer,9533.64
CUST100259,Lindsay Kim,32,Male,South,2022-08-25,0,12,Bank Transfer,3965.54
CUST100260,Anthony Gonzalez,72,Male,North,2020-02-07,0,16,Cash,10604.58
CUST100261,Kaylee Sharp,31,Other,West,2020-08-05,0,16,PayPal,12137.03
CUST100262,Scott Mayo,58,Female,Central,2020-09-21,0,9,Cash,6851.73
CUST100263,Craig Chang,50,Male,North,2023-11-07,0,15,Credit Card,9880.97
CUST100264,Stephen Miller,22,Male,West,2022-03-14,0,18,Bank Transfer,9451.25
CUST100265,Michelle Butler,25,Female,West,2022-09-08,0,11,Bank Transfer,8568.52
CUST100266,Jillian Cole,41,Male,East,2023-11-14,0,15,PayPal,12607.26
CUST100267,Matthew Hill,73,Male,Central,2022-03-22,1,12,PayPal,5799.25
CUST100268,Adriana Martin,63,Male,West,2020-07-16,0,23,Bank Transfer,13868.890000000001
CUST100269,Jacob Reid,40,Other,South,2023-02-06,0,15,Cash,10544.51
CUST100270,Megan Vasquez,35,Other,East,2021-05-25,0,7,Cash,2446.55
CUST100271,Katie Johnson,56,Female,Central,2023-07-13,1,13,Cash,9133.6
CUST100272,Sean Wood,26,Female,South,2021-04-21,0,13,Debit Card,5095.6
CUST100273,Lee Johnson,59,Male,West,2022-08-19,1,22,Bank Transfer,16504.93
CUST100274,Angela Scott,50,Male,North,2021-12-17,0,20,PayPal,15857.44
CUST100275,Erika Gomez,31,Male,North,2021-06-19,0,11,Credit Card,6883.610000000001
CUST100276,Karen Rivera,24,Female,West,2020-10-14,0,14,Cash,9951.050000000001
CUST100277,Cristina Oliver,36,Female,North,2020-04-16,0,17,Bank Transfer,12331.92
CUST100278,Vincent Smith,49,Female,North,2021-03-02,0,13,Cash,9966.26
CUST100279,Christopher Roberts,59,Male,Central,2022-09-14,0,7,Cash,4697.06
CUST100280,Casey Hanna,37,Female,South,2021-11-21,0,5,Credit Card,3130.51
CUST100281,Ryan Montoya,21,Female,West,2021-06-26,0,14,Credit Card,7704.79
CUST100282,John Tate,43,Other,Central,2022-04-17,0,8,Bank Transfer,4394.55
CUST100283,Thomas Ryan,47,Female,South,2022-08-09,0,11,PayPal,14807.470000000001
CUST100284,Tiffany Brown,43,Female,East,2023-11-17,0,22,Cash,17628.28
CUST100285,Barbara Barker,67,Other,South,2022-09-12,0,7,Bank Transfer,7052.15
CUST100286,Taylor Cook,34,Male,North,2023-05-20,0,15,PayPal,10024.68
CUST100287,Jordan Hernandez,23,Female,North,2023-05-03,0,11,Bank Transfer,8656.72
CUST100288,Jacob Williams,58,Male,North,2022-05-09,0,7,Credit Card,4618.860000000001
CUST100289,Kyle Mcknight,34,Male,South,2021-07-24,0,11,Cash,10881.15
CUST100290,Melissa Perez,61,Male,South,2023-09-24,0,10,Debit Card,7471.83
CUST100291,Leah Coffey,27,Other,East,2020-07-14,0,16,PayPal,13622.91
CUST100292,Dorothy Bailey,25,Other,Central,2023-11-25,0,10,Credit Card,4871.82
CUST100293,Victoria Bailey,42,Male,Central,2023-07-27,0,20,PayPal,15726.07
CUST100294,Mark Meza,67,Other,North,2023-09-17,0,8,Cash,5620.16
CUST100295,Lauren Tanner,41,Male,East,2023-03-22,0,10,Bank Transfer,5033.4400000000005
CUST100296,Gail Leonard,40,Male,West,2021-10-31,0,19,Credit Card,16595.21
CUST100297,Melanie Davis,60,Other,North,2022-10-31,0,10,Cash,7435.41
CUST100298,Danny Oliver,20,Female,South,2020-01-03,0,17,Debit Card,11619.720000000001
CUST100299,Holly Hoffman,46,Other,East,2021-02-07,0,15,Cash,12203.37
CUST100300,Chelsea Moore,39,Female,North,2020-10-26,0,17,PayPal,12880.060000000001
CUST100301,Cameron Quinn,42,Female,South,2021-12-16,0,19,Cash,21375.19
CUST100302,Ronald Cooper,53,Male,South,2020-11-27,1,11,Bank Transfer,6690.5
CUST100303,Deanna Bennett,35,Female,North,2022-12-21,0,7,Debit Card,4818.79
CUST100304,Scott Larson,62,Male,West,2023-10-14,0,10,Bank Transfer,8539.51
CUST100305,Sharon Potter,18,Male,North,2020-05-17,1,17,Cash,11395.05
CUST100306,Kenneth Maldonado,50,Other,East,2023-12-22,0,9,PayPal,10483.45
CUST100307,Colton Boyd,66,Other,East,2020-03-14,0,15,Credit Card,11294.19
CUST100308,Michelle Brown,18,Male,South,2021-12-09,0,17,Bank Transfer,10675.24
CUST100309,Crystal Bass,26,Other,Central,2020-05-02,0,15,Bank Transfer,10492.92
CUST100310,Mr. Bradley Caldwell,47,Male,Central,2022-08-07,0,15,Bank Transfer,8802.07
CUST100311,David Blevins,70,Male,Central,2020-10-04,0,16,Bank Transfer,11114.43
CUST100312,Todd Gonzales,33,Male,North,2023-12-06,0,15,Bank Transfer,6943.6900000000005
CUST100313,Steven Anderson,55,Other,East,2021-05-15,0,10,Bank Transfer,5582.81
CUST100314,Jennifer Joseph,42,Other,South,2022-08-30,0,17,Bank Transfer,12249.47
